code,eng,thai 
P72,Other transitory neonatal endocrine disorders,ความผิดปกติชั่วคราวแบบอื่นๆของต่อมไร้ท่อในทารกแรกเกิด
P720,Neonatal goitre not elsewhere classified,คอพอกในทารกแรกเกิด ที่มิได้มีรหัสระบุไว้ที่อื่น
P721,Transitory neonatal hyperthyroidism,ต่อยธัยรอยด์ทำงานมากกว่าปกติชั่วคราวในทารกแรกเกิด
P722,Other transitory neonatal disorders of thyroid function not elsewhere classified,ต่อมธัยรอยด์ทำงานผิดปกติชั่วคราวในทารกแรกเกิดอื่นๆ ที่มิได้มีรหัสระบุไว้ที่อื่น
P728,Other specified transitory neonatal endocrine disorders,ความผิดปกติชั่วคราวแบบอื่นๆของต่อมไร้ท่อในทารกแรกเกิด
P729,Transitory neonatal endocrine disorder unspecified,ความผิดปกติชั่วคราวของระบบต่อมไร้ท่อในระยะแรกเกิด ที่มิได้ระบุรายละเอียด
P74,Other transitory neonatal electrolyte and metabolic disturbances,ความผิดปกติชั่วคราวแบบอื่นของอิเลคโตรไลด์และเมตะบอลิซึม
P740,Late metabolic acidosis of newborn,ภาวะกรดจากเมตะบอลิซึมที่เกิดในระยะหลังในทารกแรกเกิด
P741,Dehydration of newborn,ภาวะขาดน้ำในทารกแรกเกิด
P742,Disturbances of sodium balance of newborn,ความผิดปกติของสมดุลย์โซเดียมในทารกแรกเกิด
P743,Disturbances of potassium balance of newborn,ความผิดปกติของสมดุลย์โปตัสเซียมในทารกแรกเกิด
P744,Other transitory electrolyte disturbances of newborn,ความผิดปกติของอิเลคโตรไลต์ที่เกิดชั่วคราวแบบอื่นในทารกแรกเกิด
P745,Transitory tyrosinaemia of newborn,ภาวะมีระดับบีไทโรซินในเลือดสูงชั่วคราวในทารกแรกเกิด
